Rank,Name,Genre,Platform,Publisher,Developer_x,Year,Total_Sales
299,Madden NFL 2005,Sports,PS2,EA Sports,EA Tiburon,2004.0,4.53
300,Guitar Hero III: Legends of Rock,Misc,X360,RedOctane,Neversoft,2007.0,4.53
301,Star Wars Battlefront II (2017),Shooter,PS4,Electronic Arts,EA DICE,2017.0,4.53
302,Dead Island,Action,PC,Deep Silver,Techland,2011.0,4.52
303,Arma 2: Operation Arrowhead,Shooter,PC,Unknown,Bohemia Interactive,2011.0,4.51
304,ARK: Survival Evolved,Action-Adventure,PC,Studio Wildcard,Studio Wildcard,2015.0,4.5
305,Riven: The Sequel to Myst,Adventure,PC,Red Orb,Cyan Worlds,1997.0,4.5
306,StarCraft II: Wings of Liberty,Strategy,PC,Blizzard Entertainment,Blizzard Entertainment,2010.0,4.5
307,Warcraft III: Reign of Chaos,Strategy,PC,Blizzard Entertainment,Blizzard Entertainment,2002.0,4.5
308,Pitfall!,Platform,2600,Activision,Activision,1982.0,4.5
309,Professor Layton and the Curious Village,Adventure,DS,Nintendo,Level 5,2008.0,4.49
310,Madden NFL 07,Sports,PS2,EA Sports,EA Tiburon,2006.0,4.49
311,Spider-Man: The Movie,Action,PS2,Activision,Treyarch,2002.0,4.48
312,Nintendogs + cats,Simulation,3DS,Nintendo,Nintendo EAD,2011.0,4.48
313,The Elder Scrolls IV: Oblivion,Role-Playing,X360,Take-Two Interactive,Bethesda Softworks,2009.0,4.47
314,The Legend of Zelda: The Wind Waker,Adventure,GC,Nintendo,Nintendo EAD,2003.0,4.43
315,Tony Hawk's Pro Skater 3,Sports,PS2,Activision,Neversoft Entertainment,2001.0,4.41
316,Winning Eleven: Pro Evolution Soccer 2007,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,2007.0,4.39
317,Zelda II: The Adventure of Link,Adventure,NES,Nintendo,Nintendo EAD,1988.0,4.38
318,Michael Jackson: The Experience,Misc,Wii,Ubisoft,Ubisoft Montpellier,2010.0,4.37
319,Tom Clancy's The Division,Shooter,PS4,Ubisoft,Massive Entertainment,2016.0,4.37
320,Need for Speed: Most Wanted,Racing,PS2,Electronic Arts,EA Canada,2005.0,4.37
321,Resistance: Fall of Man,Shooter,PS3,Sony Computer Entertainment,Insomniac Games,2006.0,4.37
322,Tom Clancy's Rainbow Six: Siege,Shooter,PS4,Ubisoft,Ubisoft Montreal,2015.0,4.36
323,Call of Duty: Advanced Warfare,Shooter,X360,Activision,High Moon Studios,2014.0,4.34
324,Watch Dogs,Action-Adventure,PS4,Ubisoft,Ubisoft Montreal,2014.0,4.32
325,Animal Crossing: City Folk,Simulation,Wii,Nintendo,Nintendo EAD,2008.0,4.32
326,Starbound,Misc,PC,"Infocom, Inc.",Unknown,2014.0,4.31
327,Asteroids,Shooter,2600,Atari,Atari,1981.0,4.31
328,Dragon Quest VII,Role-Playing,PS,Enix,Heart Beat,2001.0,4.3
329,Monster Hunter Generations,Action,3DS,Capcom,Capcom,2016.0,4.3
330,Batman: Arkham Asylum,Action,PS3,Eidos Interactive,Rocksteady Studios,2009.0,4.28
331,Call of Duty: Advanced Warfare,Shooter,PS3,Activision,High Moon Studios,2014.0,4.27
332,God of War II,Action,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,2007.0,4.24
333,Namco Museum,Misc,GBA,Namco,Mass Media,2001.0,4.24
334,Daxter,Platform,PSP,Sony Computer Entertainment,Ready at Dawn,2006.0,4.23
335,Super Paper Mario,Platform,Wii,Nintendo,Intelligent Systems,2007.0,4.23
336,Assassin's Creed: Revelations,Action,PS3,Ubisoft,Ubisoft Montreal,2011.0,4.23
337,Metal Gear Solid 3: Snake Eater,Action,PS2,Konami,KCEJ / Kojima Productions,2004.0,4.23
338,Assassin's Creed: Revelations,Action,X360,Ubisoft,Ubisoft Montreal,2011.0,4.22
339,FIFA Soccer 06,Sports,PS2,EA Sports,EA Canada,2005.0,4.21
340,Monster Hunter 4 Ultimate,Role-Playing,3DS,Capcom,Capcom,2015.0,4.2
341,Street Fighter IV,Fighting,PS3,Capcom,Capcom / Dimps Corporation,2009.0,4.19
342,7 Days to Die,Action,PC,The Fun Pimps,The Fun Pimps,2013.0,4.18
343,FIFA Soccer 12,Sports,X360,EA Sports,EA Canada,2011.0,4.18
344,Call of Duty: Ghosts,Shooter,PS4,Activision,Infinity Ward,2013.0,4.17
345,Teenage Mutant Ninja Turtles,Platform,NES,Ultra Games,Konami,1989.0,4.17
346,Just Cause 2,Action,PC,Eidos Interactive,Avalanche Studios,2010.0,4.16
347,Excitebike,Racing,NES,Nintendo,Nintendo R&D1,1985.0,4.16
348,Frogger,Action,PS,Hasbro Interactive,Millenium Interactive,1997.0,4.16
349,Star Wars Battlefront (2015),Shooter,XOne,Electronic Arts,EA DICE,2015.0,4.15
350,FIFA 14,Sports,X360,EA Sports,EA Canada,2013.0,4.15
351,Madden NFL 2003,Sports,PS2,EA Sports,EA Tiburon,2002.0,4.14
352,Assassin's Creed: Unity,Action,PS4,Ubisoft,Ubisoft Montreal,2014.0,4.14
353,Destiny 2,Shooter,PS4,Activision,Bungie,2017.0,4.14
354,Half-Life,Shooter,PC,Sierra Entertainment,Valve Software,1998.0,4.12
355,Super Mario World 2: Yoshi's Island,Platform,SNES,Nintendo,Nintendo EAD,1995.0,4.12
356,Batman: Arkham Knight,Action,PS4,Warner Bros. Interactive,Rocksteady Studios,2015.0,4.11
357,FIFA 07 Soccer,Sports,PS2,EA Sports,Team Fusion,2006.0,4.11
358,The Sims 4,Simulation,PC,Electronic Arts,Maxis,2014.0,4.1
359,Monster Hunter 4,Role-Playing,3DS,Capcom,Capcom,2013.0,4.1
360,Street Fighter II Turbo,Fighting,SNES,Capcom,Capcom,1993.0,4.1
361,Fallout: New Vegas,Role-Playing,X360,Bethesda Softworks,Obsidian Entertainment,2010.0,4.08
362,Assassin's Creed Origins,Action,PS4,Ubisoft,Ubisoft Montreal,2017.0,4.06
363,Far Cry 4,Shooter,PS4,Ubisoft,Ubisoft Montreal,2014.0,4.06
364,Carnival Games,Misc,Wii,Global Star Software,Cat Daddy Games,2007.0,4.06
365,World Soccer Winning Eleven 9,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,2006.0,4.06
366,Forza Motorsport 2,Racing,X360,Microsoft Game Studios,Turn 10 Studios,2007.0,4.05
367,Namco Museum Vol.3,Misc,PS,Namco,Namco,1997.0,4.05
368,Tekken Tag Tournament,Fighting,PS2,Namco,Namco,2000.0,4.05
369,Golf,Sports,NES,Nintendo,Nintendo,1985.0,4.01
370,Diablo II,Role-Playing,PC,Blizzard Entertainment,Blizzard North,2000.0,4.0
371,Disney's Aladdin,Platform,GEN,Sega,Virgin Interactive,1993.0,4.0
372,EyeToy Play,Misc,PS2,Sony Computer Entertainment,SCEE London Studio,2003.0,4.0
373,Just Dance,Misc,Wii,Ubisoft,Ubisoft Paris,2009.0,4.0
374,Star Fox 64,Shooter,N64,Nintendo,Nintendo EAD,1997.0,4.0
375,Super Mario Maker,Platform,WiiU,Nintendo,Nintendo EAD,2015.0,4.0
376,World of Warcraft: Wrath of the Lich King,MMO,PC,Blizzard Entertainment,Blizzard Entertainment,2008.0,4.0
377,Fallout 3,Role-Playing,PS3,Bethesda Softworks,Bethesda Game Studios,2008.0,4.0
378,The Legend of Zelda: Oracle of Ages / Seasons,Adventure,GBC,Nintendo,Capcom,2001.0,3.99
379,The Elder Scrolls V: Skyrim,Role-Playing,PC,Bethesda Softworks,Bethesda Game Studios,2011.0,3.99
380,Namco Museum: 50th Anniversary,Misc,PS2,Namco,Digital Eclipse,2005.0,3.98
381,NBA 2K16,Sports,PS4,2K Sports,Visual Concepts,2015.0,3.98
382,Left 4 Dead 2,Shooter,X360,Electronic Arts,Certain Affinity / Valve Software,2009.0,3.97
383,Far Cry 5,Action,PS4,Ubisoft,Ubisoft,2018.0,3.95
384,Battlefield 4,Shooter,PS4,Electronic Arts,EA DICE,2013.0,3.94
385,Assassin's Creed IV: Black Flag,Action-Adventure,PS3,Ubisoft,Ubisoft Montreal,2013.0,3.94
386,EA Sports Active,Sports,Wii,EA Sports,EA Vancouver,2009.0,3.93
387,Half-Life 2: Episode One,Shooter,PC,Electronic Arts,Valve Software,2006.0,3.92
388,Donkey Kong Land,Platform,GB,Nintendo,Rare Ltd.,1995.0,3.91
389,English Training: Have Fun Improving Your Skills!,Misc,DS,Nintendo,Plato,2006.0,3.91
390,Dragon Quest III,Role-Playing,NES,Enix,ChunSoft,1992.0,3.9
391,Tony Hawk's Underground,Sports,PS2,Activision,Neversoft Entertainment,2003.0,3.9
392,Just Dance 2014,Music,Wii,Ubisoft,Ubisoft Paris,2013.0,3.89
393,Professor Layton and the Diabolical Box,Adventure,DS,Nintendo,Level 5,2009.0,3.88
394,Sports Champions,Sports,PS3,Sony Computer Entertainment,SCE San Diego Studio,2010.0,3.88
395,MotorStorm,Racing,PS3,Sony Computer Entertainment,Evolution Studios,2007.0,3.87
396,World Soccer Winning Eleven 8 International,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,2005.0,3.85
397,Namco Museum Vol.1,Misc,PS,Namco,Namco,1996.0,3.84
398,The Legend of Zelda: Link's Awakening,Adventure,GB,Nintendo,Nintendo EAD,1993.0,3.83
399,Resident Evil VII: Biohazard,Action,PS4,Capcom,Capcom,2017.0,3.83
400,Monster Hunter Freedom Unite,Role-Playing,PSP,Capcom,Capcom Production Studio 1,2009.0,3.8
401,Gran Turismo Sport,Racing,PS4,Sony Interactive Entertainment,Polyphony Digital,2017.0,3.77
402,LEGO Indiana Jones: The Original Adventures,Adventure,X360,LucasArts,Traveller's Tales,2008.0,3.76
403,The Sims: Unleashed,Simulation,PC,Electronic Arts,Maxis,2002.0,3.76
404,Tomodachi Collection,Misc,DS,Nintendo,Nintendo SPD Group No.1,2009.0,3.76
405,Ratchet & Clank: Size Matters,Platform,PSP,Sony Computer Entertainment,High Impact Games,2007.0,3.75
406,Harry Potter and the Sorcerer's Stone,Action,PS,Electronic Arts,Argonaut Games,2001.0,3.73
407,Pokemon Trading Card Game,Strategy,GB,Nintendo,Hudson Soft,2000.0,3.72
408,FIFA 17,Sports,XOne,Electronic Arts,EA Canada,2016.0,3.71
409,Spyro: Year of the Dragon,Platform,PS,Sony Computer Entertainment,Insomniac Games,2000.0,3.71
410,The Legend of Zelda: A Link Between Worlds,Adventure,3DS,Nintendo,Nintendo EAD,2013.0,3.71
411,FIFA Soccer 2005,Sports,PS2,EA Sports,EA Canada,2004.0,3.7
412,Diablo III: Reaper of Souls,Action,PC,Blizzard Entertainment,Blizzard Entertainment,2014.0,3.7
413,The Legend of Zelda: Skyward Sword,Adventure,Wii,Nintendo,Nintendo EAD,2011.0,3.67
414,Tony Hawk's Pro Skater 4,Sports,PS2,Activision,Neversoft Entertainment,2002.0,3.67
415,Midnight Club 3: DUB Edition,Racing,PSP,Rockstar Games,Rockstar Leeds,2005.0,3.66
416,MySims,Simulation,DS,Electronic Arts,EA Redwood Shores,2007.0,3.66
417,Banjo-Kazooie,Platform,N64,Nintendo,Rare Ltd.,1998.0,3.65
418,SOCOM: U.S. Navy SEALs,Shooter,PS2,Sony Computer Entertainment,Zipper Interactive,2002.0,3.65
419,Battlefield 4,Shooter,PS3,Electronic Arts,EA DICE,2013.0,3.64
420,Jak and Daxter: The Precursor Legacy,Platform,PS2,Sony Computer Entertainment,Naughty Dog,2001.0,3.64
421,Pokemon Snap,Simulation,N64,Nintendo,HAL Laboratory,1999.0,3.63
422,Pro Evolution Soccer 2008,Sports,PS2,Konami,Konami,2008.0,3.63
423,FIFA Soccer 10,Sports,PS3,EA Sports,EA Canada,2009.0,3.63
424,Guitar Hero: World Tour,Misc,Wii,Activision,Vicarious Visions,2008.0,3.62
425,Gears of War: Ultimate Edition,Shooter,XOne,Microsoft Studios,The Coalition,2015.0,3.62
426,Star Wars Battlefront,Shooter,PS2,LucasArts,Pandemic Studios,2004.0,3.61
427,Doom II,Shooter,PC,GT Interactive,id Software,1994.0,3.61
428,The Simpsons: Road Rage,Racing,PS2,Electronic Arts,Radical Entertainment,2001.0,3.61
429,BattleBlock Theater,Platform,PC,The Behemoth,The Behemoth,2014.0,3.61
430,Assassin's Creed Syndicate,Action,PS4,Ubisoft,Ubisoft Quebec,2015.0,3.6
431,Star Wars Battlefront II,Shooter,PS2,LucasArts,Pandemic Studios,2005.0,3.59
432,Assassin's Creed: Unity,Action,XOne,Ubisoft,Ubisoft Montreal,2014.0,3.58
433,Cooking Mama 2: Dinner With Friends,Simulation,DS,Majesco,Office Create,2007.0,3.58
434,Undertale,Role-Playing,PC,Toby Fox,Toby Fox,2015.0,3.58
435,WWF SmackDown!,Fighting,PS,THQ,Yuke's,2000.0,3.58
436,Croc: Legend of the Gobbos,Platform,PS,Fox Interactive,Argonaut Games,1997.0,3.56
437,Battlefield 4,Shooter,X360,Electronic Arts,EA DICE,2013.0,3.54
438,Grand Theft Auto: Liberty City Stories,Action,PS2,Rockstar Games,Rockstar Leeds,2006.0,3.54
439,The Getaway,Action,PS2,Sony Computer Entertainment,Team Soho,2003.0,3.54
440,Tomb Raider III: Adventures of Lara Croft,Adventure,PS,Eidos Interactive,Core Design Ltd.,1998.0,3.54
441,Batman: Arkham Asylum,Action,X360,Eidos Interactive,Rocksteady Studios,2009.0,3.54
442,Assassin's Creed: Brotherhood,Action,X360,Ubisoft,Ubisoft Montreal,2010.0,3.53
443,James Bond 007: Agent Under Fire,Shooter,PS2,Electronic Arts,EA Redwood Shores,2001.0,3.53
444,LEGO Star Wars: The Video Game,Action,PS2,Eidos Interactive,Traveller's Tales,2005.0,3.53
445,Resident Evil 5,Action,X360,Capcom,Capcom,2009.0,3.53
446,Rugrats in Paris: The Movie,Action,PS,THQ,Avalanche Software,2000.0,3.52
447,NBA 2K17,Sports,PS4,2K Sports,Visual Concepts,2016.0,3.52
448,FIFA Soccer 11,Sports,X360,EA Sports,EA Canada,2010.0,3.52
449,Spyro 2: Ripto's Rage!,Platform,PS,Sony Computer Entertainment,Insomniac Games,1999.0,3.52
450,Left 4 Dead,Shooter,X360,Valve Corporation,Certain Affinity / Valve Software,2008.0,3.52
451,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,SNES,Nintendo,Rare Ltd.,1996.0,3.51
452,Fable II,Role-Playing,X360,Microsoft Game Studios,Lionhead Studios,2008.0,3.5
453,Kung Fu,Action,NES,Nintendo,Irem Software Engineering,1985.0,3.5
454,Resident Evil 3: Nemesis,Action,PS,Capcom,Capcom,1999.0,3.5
455,World of Warcraft: The Burning Crusade,MMO,PC,Blizzard Entertainment,Blizzard Entertainment,2007.0,3.5
456,FIFA Soccer 2004,Sports,PS2,EA Sports,EA Canada,2003.0,3.49
457,Pokemon Mystery Dungeon: Blue Rescue Team,Role-Playing,DS,Nintendo,ChunSoft,2006.0,3.49
458,Mortal Kombat X,Fighting,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,2015.0,3.49
459,Battlefield: Bad Company 2,Shooter,X360,Electronic Arts,EA Digital Illusions CE,2010.0,3.48
460,Borderlands,Shooter,X360,2K Games,Gearbox Software,2009.0,3.48
461,Mario & Sonic at the Olympic Winter Games,Sports,DS,Sega,Sega,2009.0,3.47
462,Dying Light,Action,PC,Warner Bros. Interactive Entertainment,Techland,2016.0,3.47
463,Guitar Hero: On Tour,Misc,DS,Activision,Vicarious Visions,2008.0,3.46
464,Dragon Ball Z: Budokai,Fighting,PS2,Atari,Dimps Corporation,2002.0,3.46
465,Halo: The Master Chief Collection,Shooter,XOne,Microsoft Studios,343 Industries,2014.0,3.44
466,LEGO Batman: The Videogame,Adventure,X360,Warner Bros. Interactive,Traveller's Tales,2008.0,3.44
467,Tekken 4,Fighting,PS2,Namco,Namco,2002.0,3.44
468,FIFA 14,Sports,PS4,EA Sports,EA Canada,2013.0,3.43
469,LittleBigPlanet 2,Platform,PS3,Sony Computer Entertainment,Media Molecule,2011.0,3.43
470,Grand Theft Auto 2,Action,PS,Rockstar Games,DMA Design,1999.0,3.42
471,Destiny,Shooter,XOne,Activision,Bungie,2014.0,3.41
472,Spider-Man 2,Action,PS2,Activision,Treyarch,2004.0,3.41
473,F-1 Race,Racing,GB,Nintendo,Nintendo,1991.0,3.41
474,World of Warcraft: Battle for Azeroth,MMO,PC,Blizzard Entertainment,Blizzard Entertainment,2018.0,3.4
475,FIFA Soccer 2003,Sports,PS2,EA Sports,EA Canada,2002.0,3.4
476,Crash Bash,Misc,PS,Sony Computer Entertainment,Eurocom Entertainment Software,2000.0,3.39
477,Gears of War 4,Shooter,XOne,Microsoft Studios,The Coalition,2016.0,3.38
478,Tekken: Dark Resurrection,Fighting,PSP,Namco Bandai,8ing/Raizing,2006.0,3.37
479,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,PS4,Bethesda Softworks,Bethesda Softworks,2016.0,3.36
480,Watch Dogs 2,Action,PS4,Ubisoft,Ubisoft,2016.0,3.36
481,The Legend of Zelda: Majora's Mask,Adventure,N64,Nintendo,Nintendo EAD,2000.0,3.36
482,WWF War Zone,Fighting,PS,Acclaim Entertainment,Iguana Entertainment,1998.0,3.36
483,Yoshi's Island DS,Platform,DS,Nintendo,Artoon,2006.0,3.36
484,Assassin's Creed IV: Black Flag,Action-Adventure,X360,Ubisoft,Ubisoft Montreal,2013.0,3.34
485,NBA 2K18,Sports,PS4,2K Sports,Visual Concepts,2017.0,3.34
486,Big Brain Academy: Wii Degree,Misc,Wii,Nintendo,Nintendo EAD,2007.0,3.34
487,Rugrats: Search For Reptar,Adventure,PS,THQ,n-Space,1998.0,3.34
488,Luigi's Mansion,Action,GC,Nintendo,Nintendo EAD,2001.0,3.33
489,James Bond 007: Nightfire,Shooter,PS2,Electronic Arts,Eurocom Entertainment Software,2002.0,3.33
490,Ratchet & Clank,Platform,PS2,Sony Computer Entertainment,Insomniac Games,2002.0,3.33
491,Animal Crossing: Happy Home Designer,Simulation,3DS,Nintendo,Nintendo EAD,2015.0,3.32
492,Star Wars Episode III: Revenge of the Sith,Action,PS2,LucasArts,The Collective,2005.0,3.32
493,Max Payne,Shooter,PS2,Rockstar Games,Remedy Entertainment,2001.0,3.31
494,Madden NFL 16,Sports,PS4,EA Sports,EA Tiburon,2015.0,3.3
495,World of Warcraft: Legion,MMO,PC,Blizzard Entertainment,Blizzard Entertainment,2016.0,3.3
496,World of Warcraft: Warlords of Draenor,MMO,PC,Activision Blizzard,Blizzard Entertainment,2014.0,3.3
497,Dark Souls III,Role-Playing,PC,Namco Bandai Games,From Software,2016.0,3.29
498,Dark Souls: Prepare to Die Edition,Role-Playing,PC,Namco Bandai Games,From Software,2012.0,3.29
499,The Lord of the Rings: The Return of the King,Action,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",2003.0,3.28
500,Half-Life 2: Episode Two,Shooter,PC,Valve Software,Valve Corporation,2007.0,3.28
501,Madden NFL 17,Sports,PS4,EA Sports,EA Tiburon,2016.0,3.28
502,True Crime: Streets of LA,Action,PS2,Activision,Luxoflux,2003.0,3.27
503,Gran Turismo (PSP),Racing,PSP,Sony Computer Entertainment,Polyphony Digital,2009.0,3.27
504,Far Cry 3,Shooter,PS3,Ubisoft,Ubisoft Montreal,2012.0,3.27
505,God of War: Chains of Olympus,Action,PSP,Sony Computer Entertainment,Ready at Dawn,2008.0,3.26
506,FIFA 16,Sports,XOne,EA Sports,EA Canada,2015.0,3.25
507,Tekken,Fighting,PS,Namco,Namco,1995.0,3.24
508,Flash Focus: Vision Training in Minutes a Day,Misc,DS,Nintendo,Bandai Namco Games,2007.0,3.23
509,007: Tomorrow Never Dies,Shooter,PS,Electronic Arts,Black Ops Entertainment,1999.0,3.21
510,L.A. Noire,Adventure,PS3,Rockstar Games,Team Bondi,2011.0,3.21
511,Baseball,Sports,NES,Nintendo,Nintendo,1985.0,3.2
512,Dragon Quest IV,Role-Playing,NES,Enix,ChunSoft,1992.0,3.2
513,Dragon Quest VI: Maboroshi no Daichi,Role-Playing,SNES,Enix,Heart Beat,1995.0,3.2
514,Killer Instinct,Fighting,SNES,Nintendo,Rare Ltd.,1995.0,3.2
515,WWF SmackDown! 2: Know Your Role,Fighting,PS,THQ,Yuke's,2000.0,3.2
516,Middle-Earth: Shadow of Mordor,Action,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,2014.0,3.19
517,Assassin's Creed IV: Black Flag,Action-Adventure,PS4,Ubisoft,Ubisoft Montreal,2013.0,3.19
518,Personal Trainer: Cooking,Misc,DS,Nintendo,Nintendo EAD,2008.0,3.18
519,Enter the Matrix,Action,PS2,Atari,Shiny Entertainment,2003.0,3.18
520,Assassin's Creed Odyssey,Action-Adventure,PS4,Ubisoft,Ubisoft Quebec,2018.0,3.18
521,Fallout: New Vegas,Role-Playing,PS3,Bethesda Softworks,Obsidian Entertainment,2010.0,3.17
522,Ace Combat 04: Shattered Skies,Simulation,PS2,Namco,Namco,2001.0,3.17
523,Sonic Heroes,Platform,PS2,Sega,Sonic Team,2004.0,3.16
524,Club Penguin: Elite Penguin Force,Adventure,DS,Disney Interactive Studios,1st Playable Productions,2008.0,3.14
525,FIFA Soccer 08,Sports,PS2,EA Sports,EA Canada,2007.0,3.14
526,FIFA 18,Sports,XOne,EA Sports,EA Vancouver,2017.0,3.14
527,Spider-Man,Action,PS,Activision,Neversoft Entertainment,2000.0,3.13
528,Need for Speed III: Hot Pursuit,Racing,PS,Electronic Arts,EA Canada,1998.0,3.12
529,The Elder Scrolls IV: Oblivion,Role-Playing,PS3,Bethesda Softworks,4J Studios,2007.0,3.12
530,Star Wars Episode I Racer,Racing,N64,LucasArts,LucasArts,1999.0,3.12
531,Tekken 6,Fighting,PS3,Namco Bandai,Namco Bandai Games,2009.0,3.12
532,Yoshi,Puzzle,GB,Nintendo,Game Freak,1992.0,3.12
533,Resident Evil 6,Action,PS3,Capcom,Capcom,2012.0,3.12
534,Tom Clancy's Ghost Recon Wildlands,Shooter,PS4,Ubisoft,Ubisoft Paris,2017.0,3.12
535,NBA 2K13,Sports,X360,2K Sports,Visual Concepts,2012.0,3.11
536,Titanfall,Shooter,XOne,Electronic Arts,Respawn Entertainment,2014.0,3.11
537,Mario Party 9,Party,Wii,Nintendo,"Nd Cube Co., Ltd.",2012.0,3.11
538,Mass Effect 2,Role-Playing,X360,Electronic Arts,BioWare Edmonton,2010.0,3.1
539,Madden NFL 2002,Sports,PS2,EA Sports,EA Sports,2001.0,3.08
540,World Class Track Meet,Sports,NES,Bandai,Bandai,1987.0,3.08
541,LEGO Batman: The Videogame,Adventure,Wii,Warner Bros. Interactive,Traveller's Tales,2008.0,3.08
542,Saints Row 2,Action,X360,THQ,Volition Inc.,2008.0,3.07
543,Donkey Kong,Platform,GB,Nintendo,Nintendo EAD,1994.0,3.07
544,The Sims: Vacation,Simulation,PC,Electronic Arts,Maxis,2002.0,3.07
545,Call of Duty: Ghosts,Shooter,XOne,Activision,Infinity Ward,2013.0,3.07
546,Heavy Rain,Adventure,PS3,Sony Computer Entertainment,Quantic Dream,2010.0,3.06
547,LEGO Batman: The Videogame,Adventure,DS,Warner Bros. Interactive,Traveller's Tales,2008.0,3.06
548,Borderlands 2,Shooter,X360,2K Games,Gearbox Software,2013.0,3.06
549,Kung Fu Panda,Platform,X360,Activision,Luxoflux,2008.0,3.05
550,Mass Effect 3,Role-Playing,X360,Electronic Arts,BioWare,2012.0,3.04
551,New Super Luigi U,Action,WiiU,Nintendo,Nintendo,2013.0,3.04
552,Rhythm Heaven,Music,DS,Nintendo,Nintendo SPD Group No.1,2009.0,3.04
553,Metal Gear Solid V: The Phantom Pain,Action,PS4,Konami Digital Entertainment,Kojima Productions,2015.0,3.04
554,Rayman,Platform,PS,Ubisoft,Ubisoft Montpellier,1995.0,3.03
555,Tom Clancy's Splinter Cell,Action,XB,Ubisoft,Ubisoft,2002.0,3.02
556,Mike Tyson's Punch-Out!!,Fighting,NES,Nintendo,Nintendo IRD,1987.0,3.02
557,Professor Layton and the Unwound Future,Adventure,DS,Nintendo,Level 5,2010.0,3.02
558,WWE SmackDown! Shut Your Mouth,Sports,PS2,THQ,Yuke's Future Media Creators,2002.0,3.02
559,Disney Epic Mickey,Platform,Wii,Disney Interactive Studios,Junction Point Studios,2010.0,3.02
560,Killzone 2,Shooter,PS3,Sony Computer Entertainment,Guerrilla Games,2009.0,3.02
561,Crysis,Shooter,PC,Electronic Arts,Crytek,2007.0,3.0
562,Fable,Role-Playing,XB,Microsoft Game Studios,Big Blue Box,2004.0,3.0
563,Gears of War 3,Shooter,X360,Microsoft Studios,Epic Games,2011.0,3.0
564,Kinect Sports,Sports,X360,Microsoft Game Studios,Rare Ltd.,2010.0,3.0
565,Sonic and the Secret Rings,Platform,Wii,Sega,Sonic Team,2007.0,3.0
566,Sonic Rush,Platform,DS,Sega,Dimps Corporation,2005.0,3.0
567,The Legend of Zelda: Majora's Mask 3D,Action-Adventure,3DS,Nintendo,GREZZO,2015.0,3.0
568,Warcraft II: Tides of Darkness,Strategy,PC,Blizzard Entertainment,Blizzard Entertainment,1996.0,3.0
569,WWE SmackDown! vs. Raw 2006,Fighting,PS2,THQ,Yuke's,2005.0,3.0
570,Kirby Super Star Ultra,Platform,DS,Nintendo,HAL Laboratory,2008.0,2.99
571,Star Fox,Shooter,SNES,Nintendo,Argonaut Games,1993.0,2.99
572,The Sims: Livin Large,Misc,PC,Electronic Arts,Maxis,2000.0,2.99
573,inFAMOUS,Action,PS3,Sony Computer Entertainment,Sucker Punch Productions,2009.0,2.99
574,World Soccer Winning Eleven 6 International,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,2003.0,2.99
575,Far Cry 3,Shooter,X360,Ubisoft,Ubisoft Montreal,2012.0,2.98
576,Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,DS,Nintendo,Nintendo Software Technology Corporation,2010.0,2.98
577,Style Savvy,Simulation,DS,Nintendo,syn Sophia,2009.0,2.98
578,Super Meat Boy,Platform,PC,Unknown,Team Meat,2010.0,2.97
579,Star Wars: The Old Republic,Role-Playing,PC,Electronic Arts,BioWare / LucasArts,2011.0,2.97
